DA4l,DC1,DL4,DL5,DM3,DM4,DP1m,VA2,VA4,VA6,VA7l,VC1,VC2,VL2a,VL2p,VM4,D,DA1,DA2,DA4m,DC2,DL2d,DL3,DM2,DM5,DM6,DP1l,VA1d,VA1v,VA3,VA5,VA7m,VM1,VM2,VM3,VM7d,VM7v,VM5d,DM1,V,DC3,DL1,VL1,DA3,DC4,DL2v,VC4,VM5v,VC3,VC5,VM6,Glomerulus 1,Glomerulus 2,Glomerulus 3
0.056910569105691,0.0408163265306122,0.0603448275862069,0.0403022670025188,0.0344827586206896,0.0165484633569739,0.0107187894073139,0.0136986301369863,0.0129310344827586,0.0181159420289855,,0.0091575091575091,0.0215827338129496,0.005050505050505,0.0040983606557377,0.0235849056603773,0.0222222222222222,0.0075471698113207,0.0061349693251533,0.0194552529182879,,,0.0222222222222222,0.0347003154574132,0.0093457943925233,0.0313901345291479,0.0188916876574307,0.0,0.0192307692307692,0.0028735632183908,,,0.0248618784530386,0.0171428571428571,0.0,0.0088967971530249,,0.0257510729613733,0.0376569037656903,0.0338983050847457,0.0,0.05855855855855856,0.009523809523809525,0.0,0.0011976047904191617,,,,0.01662049861495845,0.010582010582010581,0.011940298507462687,,,
0.0214285714285714,0.0303030303030303,0.0542635658914728,0.0268595041322314,0.0335570469798657,0.0172910662824207,0.0147719974309569,0.0218978102189781,0.0334928229665071,0.0,,0.0235507246376811,0.0132450331125827,0.0,0.0093167701863354,0.0398230088495575,0.0539772727272727,0.0052356020942408,0.0070422535211267,0.0040650406504065,,,0.0131578947368421,0.0178571428571428,0.0166666666666666,0.0470588235294117,0.0201729106628242,0.0,0.0204081632653061,0.009009009009009,,,0.0125786163522012,0.0416666666666666,0.0050251256281407,0.002004008016032,,0.0032051282051282,0.0308370044052863,0.022801302931596,0.005376344086021506,0.055,0.0,0.016129032258064516,,,,,0.0,0.026041666666666668,0.009287925696594427,,,
0.0176991150442477,0.0375,0.0202020202020202,0.0257009345794392,0.0,0.0131578947368421,0.0131904369332234,0.0186567164179104,0.0113207547169811,0.0113207547169811,,0.0100603621730382,0.024793388429752,0.0213414634146341,0.0,0.0135135135135135,0.0450643776824034,0.0086206896551724,0.013215859030837,0.0122950819672131,,,0.0188679245283018,0.0199203187250996,0.0,0.017391304347826,,0.0,0.0,0.0,,,,0.0165745856353591,0.0050761421319796,0.0081466395112016,,0.0117647058823529,0.0376940133037694,0.0668789808917197,0.025423728813559324,0.04591836734693878,0.02666666666666667,0.011764705882352941,,,,,0.01179245283018868,0.014814814814814815,0.015723270440251572,,,
0.0,0.0389610389610389,0.0804597701149425,0.0378250591016548,0.015625,0.0213903743315508,0.0102489019033674,0.0135135135135135,0.0124610591900311,0.0032258064516129,,,0.0274509803921568,0.0099502487562189,,0.0176991150442477,0.0190735694822888,0.0136054421768707,0.0267857142857142,0.0133928571428571,,,0.0352941176470588,0.0305084745762711,0.0388349514563106,0.0284090909090909,,0.0070422535211267,0.0416666666666666,,,,,0.031055900621118,0.0145631067961165,0.0175438596491228,,0.0186915887850467,0.0665083135391924,0.0309597523219814,,0.05944055944055944,0.008333333333333333,0.02727272727272727,,,,,0.008547008547008548,,0.008928571428571428,,,
0.0073529411764705,0.0470588235294117,0.032258064516129,0.0246085011185682,0.0246913580246913,0.0117924528301886,0.0241273100616016,0.0164609053497942,,0.0082304526748971,,,,0.0053475935828877,,0.0341463414634146,0.0248618784530386,0.0,0.0068965517241379,0.0092165898617511,,,0.0,0.0103092783505154,0.0181818181818181,0.0436507936507936,,0.0,0.0111111111111111,,,,,0.0376344086021505,0.0227272727272727,0.0072992700729927,,0.0163934426229508,0.0251889168765743,0.0437956204379562,,0.08374384236453201,0.0,,,,,,,,0.006825938566552901,,,
0.0161290322580645,0.047923322683706,0.0224719101123595,0.0216718266253869,0.0,0.02,0.0128799587841318,0.0,,0.015,,,,0.0,,0.0306748466257668,,0.0076335877862595,,0.0049504950495049,,,0.04,0.0333333333333333,0.010752688172043,0.0292397660818713,,0.0285714285714285,0.0298507462686567,,,,,0.031413612565445,0.0,0.0071942446043165,,0.0235849056603773,0.0180722891566265,0.0280701754385964,,0.0635593220338983,0.03076923076923077,,,,,,,,0.0034965034965034965,,,
0.0,0.0201729106628242,0.0373831775700934,0.0327380952380952,0.0138888888888888,0.0069444444444444,,0.0051546391752577,,0.0,,,,0.0186046511627906,,0.0384615384615384,,0.0233463035019455,,0.0261194029850746,,,0.0202020202020202,0.0161290322580645,0.0285714285714285,0.0246305418719211,,0.0277777777777777,0.0196078431372549,,,,,0.0087336244541484,0.0231213872832369,,,0.0067114093959731,0.0158730158730158,0.0413533834586466,,0.009009009009009009,0.008264462809917356,,,,,,,,0.011278195488721804,,,
,0.0163934426229508,0.0267857142857142,0.0335051546391752,0.0272108843537414,0.022,,0.0049751243781094,,0.0081967213114754,,,,0.0,,0.031578947368421,,0.0294117647058823,,0.0097087378640776,,,0.0240963855421686,0.0324675324675324,0.015625,0.0174672489082969,,0.0,0.0153846153846153,,,,,0.0121951219512195,0.0244897959183673,,,0.0142857142857142,0.0256410256410256,0.040983606557377,,0.06563706563706563,0.013513513513513514,,,,,,,,0.0,,,
,0.0136986301369863,0.0224719101123595,,0.010752688172043,0.0040485829959514,,0.032520325203252,,0.0089686098654708,,,,0.0,,0.0459183673469387,,0.0127388535031847,,0.0041493775933609,,,0.0086206896551724,0.0334728033472803,0.0,0.0163265306122449,,0.0,0.0338983050847457,,,,,0.025,,,,0.0134529147982062,0.0291005291005291,0.0307692307692307,,0.0375,0.010752688172043012,,,,,,,,0.02142857142857143,,,
,0.0697674418604651,0.0,,0.0326086956521739,0.0045045045045045,,0.0177935943060498,,0.0095238095238095,,,,0.0042372881355932,,0.0169491525423728,,0.0158730158730158,,,,,0.0,0.0433070866141732,0.0238095238095238,0.0410958904109589,,0.0116279069767441,0.0153846153846153,,,,,,,,,0.0043478260869565,0.0447058823529411,0.0368852459016393,,0.04,0.016483516483516484,,,,,,,,0.03571428571428571,,,
,,0.059322033898305,,0.0139860139860139,,,0.0209205020920502,,0.0,,,,0.0082644628099173,,0.0346320346320346,,0.0047846889952153,,,,,0.0329670329670329,0.0303030303030303,0.0282485875706214,0.0235294117647058,,0.0,0.0192307692307692,,,,,,,,,0.0201612903225806,0.0313901345291479,0.025531914893617,,0.022727272727272728,0.032490974729241874,,,,,,,,0.008264462809917356,,,
,,0.0580645161290322,,0.0202702702702702,,,0.0068965517241379,,0.0062893081761006,,,,0.0137931034482758,,0.0650887573964497,,0.0153256704980842,,,,,0.040983606557377,0.0632411067193675,,0.031413612565445,,0.0129870129870129,0.0051020408163265,,,,,,,,,0.0101522842639593,0.0190735694822888,0.0458715596330275,,0.043010752688172046,0.004545454545454545,,,,,,,,0.01327433628318584,,,
,,0.0410958904109589,,0.0080645161290322,,,0.0,,0.014388489208633,,,,0.0169491525423728,,0.0224719101123595,,0.0173160173160173,,,,,0.0091743119266055,0.0456431535269709,,0.0177304964539007,,0.0,0.0169491525423728,,,,,,,,,0.009009009009009,0.0365168539325842,0.0103092783505154,,0.02857142857142857,0.008368200836820083,,,,,,,,0.018957345971563982,,,
,,0.0294117647058823,,0.0726256983240223,,,0.0095238095238095,,0.0282776349614395,,,,0.0085836909871244,,0.0201005025125628,,0.0099502487562189,,,,,0.0142857142857142,0.0242914979757085,,0.0108108108108108,,0.0139860139860139,0.0,,,,,,,,,0.0205128205128205,0.0416666666666666,0.0164835164835164,,0.030303030303030304,0.0,,,,,,,,0.04065040650406504,,,
,,0.04,,0.0116959064327485,,,0.035,,0.0148148148148148,,,,0.0279720279720279,,0.0,,0.0124481327800829,,,,,0.0,0.0333333333333333,,0.0108303249097472,,0.0198019801980198,0.0,,,,,,,,,0.0218579234972677,0.022,0.0378378378378378,,0.019762845849802372,0.045454545454545456,,,,,,,,0.013636363636363636,,,
,,0.0338983050847457,,0.02,,,0.0,,0.009771986970684,,,,0.0,,0.0430622009569378,,0.0,,,,,0.0095238095238095,0.0257731958762886,,0.0283400809716599,,0.0,0.0,,,,,,,,,0.0196078431372549,0.0181405895691609,0.0129032258064516,,0.043824701195219126,0.0,,,,,,,,0.048458149779735685,,,
,,,,0.0206896551724137,,,0.0219780219780219,,0.0121212121212121,,,,0.0,,0.0170454545454545,,0.0,,,,,0.0,0.0076045627376425,,0.04,,0.0208333333333333,0.0,,,,,,,,,0.0147783251231527,0.0334261838440111,0.0779220779220779,,0.05357142857142857,0.03125,,,,,,,,0.00510204081632653,,,
,,,,0.0165289256198347,,,0.0116279069767441,,0.0185185185185185,,,,0.0,,0.0283018867924528,,0.0037593984962406,,,,,0.048780487804878,0.0348258706467661,,,,0.0,0.0331491712707182,,,,,,,,,0.0283018867924528,0.046875,0.0163934426229508,,0.065,,,,,,,,,0.0,,,
,,,,0.0064935064935064,,,0.0133333333333333,,0.0123456790123456,,,,0.0163934426229508,,0.0073529411764705,,0.0350877192982456,,,,,0.0,0.0337078651685393,,,,0.0,0.0,,,,,,,,,0.0097087378640776,0.0177777777777777,0.0315315315315315,,0.056,0.0,,,,,,,,0.019801980198019802,,,
,,,,,,,0.0355329949238578,,0.0193050193050193,,,,0.0113636363636363,,0.0118343195266272,,0.0277777777777777,,,,,0.037037037037037,,,,,0.0,0.0,,,,,,,,,0.0157068062827225,0.0264227642276422,0.0336134453781512,,0.0410958904109589,0.14285714285714285,,,,,,,,0.018518518518518517,,,
,,,,,,,0.0045454545454545,,0.0093023255813953,,,,0.0078125,,0.0317460317460317,,0.0069444444444444,,,,,0.037037037037037,,,,,0.0,0.0257731958762886,,,,,,,,,0.0180995475113122,0.0330788804071246,0.0285714285714285,,0.034482758620689655,,,,,,,,,0.021505376344086023,,,
,,,,,,,0.0181818181818181,,0.0062111801242236,,,,0.0085470085470085,,0.024793388429752,,0.0169491525423728,,,,,,,,,,0.0,0.0151515151515151,,,,,,,,,0.0193050193050193,0.0520094562647754,0.0714285714285714,,0.036585365853658534,0.1,,,,,,,,0.010582010582010581,,,
,,,,,,,0.0157068062827225,,,,,,0.0,,0.0060975609756097,,0.0159744408945686,,,,,,,,,,0.0,0.05,,,,,,,,,0.0139860139860139,0.0398671096345514,0.0484848484848484,,0.061224489795918366,0.0,,,,,,,,0.026455026455026454,,,
,,,,,,,0.0044843049327354,,,,,,,,0.017391304347826,,0.010752688172043,,,,,,,,,,0.0,0.0135135135135135,,,,,,,,,0.0,0.0425963488843813,0.0930232558139534,,0.14285714285714285,0.0,,,,,,,,0.02824858757062147,,,
,,,,,,,,,,,,,,,0.0260869565217391,,0.0074626865671641,,,,,,,,,,0.0144927536231884,0.0138888888888888,,,,,,,,,0.0178571428571428,0.0337837837837837,,,,0.07142857142857142,,,,,,,,0.03546099290780142,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.029069767441860465,,,
,,,,,,,,,,,,,,,,,0.0184049079754601,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.01,,,
,,,,,,,,,,,,,,,,,0.0301204819277108,,,,,,,,,,0.0188679245283018,0.0,,,,,,,,,,,,,,,,,,,,,,0.056818181818181816,,,
,,,,,,,,,,,,,,,,,0.0131004366812227,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.014778325123152709,,,
,,,,,,,,,,,,,,,,,0.0141342756183745,,,,,,,,,,0.0,0.0172413793103448,,,,,,,,,,,,,,,,,,,,,,0.0047169811320754715,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0139372822299651,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0140845070422535,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.032051282051282,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0172413793103448,,,,,,,,,,,0.0083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0085470085470085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0051546391752577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0030959752321981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0174418604651162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0181818181818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0045871559633027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0069930069930069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.023391812865497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0072463768115942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0178571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.019108280254777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0065359477124183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
