DA4l,DC1,DL4,DL5,DM3,DM4,DP1m,VA2,VA4,VA6,VA7l,VC1,VC2,VL2a,VL2p,VM4,D,DA1,DA2,DA4m,DC2,DL2d,DL3,DM2,DM5,DM6,DP1l,VA1d,VA1v,VA3,VA5,VA7m,VM1,VM2,VM3,VM7d,VM7v,VM5d,DM1,V,Glomerulus 1,Glomerulus 2,Glomerulus 3,DC3,DL1,VL1,DA3,DC4,DL2v,VC4,VM5v,VC3,VC5,VM6
0.1300813008130081,0.1377551020408163,0.146551724137931,0.0982367758186398,0.0862068965517241,0.1702127659574468,0.1046658259773013,0.136986301369863,0.1293103448275862,0.0797101449275362,,0.1135531135531135,0.118705035971223,0.1767676767676767,0.1454918032786885,0.0566037735849056,0.0825396825396825,0.1320754716981132,0.0613496932515337,0.0933852140077821,,,0.1444444444444444,0.1861198738170347,0.0560747663551401,0.116591928251121,0.0957178841309823,0.1486486486486486,0.1666666666666666,0.1724137931034483,,,0.2403314917127071,0.2228571428571428,0.136986301369863,0.1405693950177935,,0.1330472103004291,0.100418410041841,0.1457627118644067,,,,0.2058823529411764,0.2207207207207207,0.0619047619047619,0.0178571428571428,0.1305389221556886,,,,0.1745152354570637,0.1719576719576719,0.0985074626865671
0.0714285714285714,0.1111111111111111,0.1317829457364341,0.1074380165289256,0.1409395973154362,0.1585014409221902,0.0924855491329479,0.145985401459854,0.1196172248803827,0.0201005025125628,,0.0905797101449275,0.0927152317880794,0.0657894736842105,0.1366459627329192,0.0619469026548672,0.1875,0.1832460732984293,0.0352112676056338,0.0609756097560975,,,0.2236842105263158,0.1678571428571428,0.1,0.1588235294117647,0.1138328530259366,0.1180124223602484,0.236734693877551,0.1591591591591591,,,0.1069182389937107,0.15625,0.1557788944723618,0.1462925851703407,,0.157051282051282,0.1145374449339207,0.2149837133550488,,,,0.0967741935483871,0.205,0.0423728813559322,0.0,,,,,0.2148997134670487,0.2447916666666666,0.0928792569659442
0.1061946902654867,0.128125,0.1313131313131313,0.072429906542056,0.1134751773049645,0.1578947368421052,0.0857378400659521,0.1567164179104477,0.1018867924528302,0.0716981132075471,,0.0945674044265593,0.162534435261708,0.1402439024390244,0.0931174089068826,0.081081081081081,0.1630901287553648,0.0646551724137931,0.0704845814977973,0.0696721311475409,,,0.0566037735849056,0.1673306772908366,0.0503597122302158,0.1565217391304348,,0.1091954022988505,0.0568181818181818,0.0642201834862385,,,,0.154696132596685,0.1065989847715736,0.1507128309572301,,0.1735294117647058,0.1485587583148558,0.2070063694267516,,,,0.0254237288135593,0.1632653061224489,0.0933333333333333,0.0588235294117647,,,,,0.2429245283018868,0.2,0.1037735849056603
0.0692307692307692,0.1038961038961039,0.0919540229885057,0.1347517730496454,0.1171875,0.2005347593582887,0.075402635431918,0.1216216216216216,0.1495327102803738,0.1,,,0.1333333333333333,0.0696517412935323,,0.0575221238938053,0.1307901907356948,0.1938775510204081,0.0580357142857142,0.125,,,0.1411764705882353,0.2067796610169491,0.116504854368932,0.2443181818181818,,0.1126760563380281,0.0694444444444444,,,,,0.124223602484472,0.145631067961165,0.1228070175438596,,0.1822429906542056,0.1876484560570071,0.1393188854489164,,,,,0.2307692307692307,0.0333333333333333,,,,,,0.2136752136752136,,0.1160714285714285
0.0367647058823529,0.1215686274509803,0.1693548387096774,0.1029082774049217,0.1481481481481481,0.1674528301886792,0.0959958932238193,0.1069958847736625,,0.0534979423868312,,,,0.1229946524064171,,0.048780487804878,0.154696132596685,0.1257485029940119,0.0068965517241379,0.1290322580645161,,,0.2155172413793103,0.1958762886597938,0.1363636363636363,0.1865079365079365,,0.1320754716981132,0.1833333333333333,,,,,0.1397849462365591,0.1988636363636363,0.1368613138686131,,0.1762295081967213,0.1586901763224181,0.1678832116788321,,,,,0.1083743842364532,0.0783132530120482,,,,,,0.1908396946564885,,0.0784982935153583
0.064516129032258,0.1277955271565495,0.1011235955056179,0.1207430340557275,0.1495327102803738,0.1742857142857143,0.0906749098402885,0.053231939163498,,0.095,,,,0.0416666666666666,,0.1349693251533742,,0.1068702290076335,,0.0792079207920792,,,0.1466666666666666,0.1375,0.1182795698924731,0.0935672514619883,,0.0,0.0,,,,,0.1361256544502617,0.1616161616161616,0.1492805755395683,,0.2264150943396226,0.1385542168674698,0.1684210526315789,,,,,0.1779661016949152,0.1076923076923077,,,,,,0.252199413489736,,0.0244755244755244
0.0493827160493827,0.1354466858789625,0.0841121495327102,0.0773809523809523,0.0763888888888889,0.1574074074074074,,0.0721649484536082,,0.0384615384615384,,,,0.1441860465116279,,0.0336538461538461,,0.1750972762645914,,0.0820895522388059,,,0.2424242424242424,0.0887096774193548,0.0857142857142857,0.1379310344827586,,0.0,0.0,,,,,0.1746724890829694,0.1271676300578034,,,0.174496644295302,0.119047619047619,0.2105263157894736,,,,,0.1441441441441441,0.0909090909090909,,,,,,0.1932114882506527,,0.0977443609022556
,0.1065573770491803,0.125,0.152061855670103,0.1088435374149659,0.162,,0.0547263681592039,,0.0737704918032786,,,,0.0510948905109489,,0.0105263157894736,,0.1372549019607843,,0.058252427184466,,,0.2650602409638554,0.1363636363636363,0.1171875,0.1135371179039301,,0.0178571428571428,0.0307692307692307,,,,,0.1646341463414634,0.2204081632653061,,,0.1714285714285714,0.1282051282051282,0.221311475409836,,,,,0.1698841698841698,0.0337837837837837,,,,,,0.2409638554216867,,0.1010830324909747
,0.0958904109589041,0.1348314606741573,,0.1021505376344086,0.1477732793522267,,0.1626016260162601,,0.0313901345291479,,,,0.0064102564102564,,0.0714285714285714,,0.1719745222929936,,0.0954356846473029,,,0.1724137931034483,0.1422594142259414,0.15625,0.1469387755102041,,0.0,0.0,,,,,0.1708333333333333,,,,0.1748878923766816,0.1243386243386243,0.1653846153846153,,,,,0.125,0.064516129032258,,,,,,0.183066361556064,,0.0714285714285714
,0.2325581395348837,0.1204819277108433,,0.108695652173913,0.1283783783783783,,0.1067615658362989,,0.0571428571428571,,,,0.1525423728813559,,0.0734463276836158,,0.1375661375661375,,,,,0.1012658227848101,0.1653543307086614,0.0952380952380952,0.1187214611872146,,0.0930232558139534,0.0,,,,,,,,,0.1478260869565217,0.16,0.2049180327868852,,,,,0.2171428571428571,0.0604395604395604,,,,,,0.2385057471264367,,0.1626984126984127
,,0.1101694915254237,,0.1328671328671328,,,0.104602510460251,,0.0565217391304347,,,,0.024793388429752,,0.0995670995670995,,0.2057416267942583,,,,,0.1758241758241758,0.1212121212121212,0.1581920903954802,0.1176470588235294,,0.0472440944881889,0.0,,,,,,,,,0.1532258064516129,0.1233183856502242,0.1574468085106383,,,,,0.1534090909090909,0.0108303249097472,,,,,,0.1923990498812351,,0.0826446280991735
,,0.0967741935483871,,0.1216216216216216,,,0.096551724137931,,0.0188679245283018,,,,0.0137931034482758,,0.0828402366863905,,0.1264367816091954,,,,,0.2704918032786885,0.1976284584980237,,0.1727748691099476,,0.0519480519480519,0.2142857142857142,,,,,,,,,0.1472081218274111,0.1525885558583106,0.1880733944954128,,,,,0.1075268817204301,0.0454545454545454,,,,,,0.1908831908831909,,0.0973451327433628
,,0.0684931506849315,,0.1129032258064516,,,0.1396648044692737,,0.0287769784172661,,,,0.0,,0.0505617977528089,,0.1601731601731601,,,,,0.110091743119266,0.1244813278008298,,0.1595744680851064,,0.12,0.0847457627118644,,,,,,,,,0.2207207207207207,0.1573033707865168,0.211340206185567,,,,,0.1095238095238095,0.0627615062761506,,,,,,0.185595567867036,,0.1658767772511848
,,0.1764705882352941,,0.106145251396648,,,0.0857142857142857,,0.1285347043701799,,,,0.0815450643776824,,0.0854271356783919,,0.1094527363184079,,,,,0.1714285714285714,0.2186234817813765,,0.1837837837837838,,0.1818181818181818,0.4814814814814814,,,,,,,,,0.1641025641025641,0.1495098039215686,0.2197802197802197,,,,,0.1151515151515151,0.3333333333333333,,,,,,0.1627118644067796,,0.1341463414634146
,,0.12,,0.0701754385964912,,,0.145,,0.0962962962962963,,,,0.0069930069930069,,0.0615384615384615,,0.1452282157676348,,,,,0.2328767123287671,0.1083333333333333,,0.1227436823104693,,0.0792079207920792,0.0365853658536585,,,,,,,,,0.1420765027322404,0.124,0.1783783783783784,,,,,0.1976284584980237,0.0909090909090909,,,,,,0.1745152354570637,,0.1454545454545454
,,0.0847457627118644,,0.06,,,0.1169354838709677,,0.0684039087947882,,,,0.0341880341880341,,0.0861244019138756,,0.1602209944751381,,,,,0.0952380952380952,0.1082474226804123,,0.1295546558704453,,0.0142857142857142,0.0178571428571428,,,,,,,,,0.2205882352941176,0.1088435374149659,0.1677419354838709,,,,,0.1872509960159362,0.0576923076923076,,,,,,0.2148997134670487,,0.1101321585903083
,,,,0.1310344827586207,,,0.1758241758241758,,0.0181818181818181,,,,0.010204081632653,,0.0852272727272727,,0.1418181818181818,,,,,0.5,0.155893536121673,,0.16,,0.0,0.0888888888888888,,,,,,,,,0.1724137931034483,0.128133704735376,0.1558441558441558,,,,,0.1428571428571428,0.0,,,,,,0.2429245283018868,,0.0306122448979591
,,,,0.0743801652892562,,,0.0697674418604651,,0.1388888888888889,,,,0.0,,0.0566037735849056,,0.1278195488721804,,,,,0.2439024390243902,0.1691542288557214,,,,0.0,0.1933701657458563,,,,,,,,,0.1792452830188679,0.1458333333333333,0.2459016393442623,,,,,0.17,0.3333333333333333,,,,,,0.2136752136752136,,0.054054054054054
,,,,0.1493506493506493,,,0.08,,0.1358024691358024,,,,0.0081967213114754,,0.0220588235294117,,0.1637426900584795,,,,,0.1304347826086956,0.146067415730337,,,,0.0,0.0677966101694915,,,,,,,,,0.1310679611650485,0.1244444444444444,0.1801801801801801,,,,,0.144,0.0,,,,,,,,0.1336633663366336
,,,,,,,0.1370558375634517,,0.054054054054054,,,,0.0454545454545454,,0.0828402366863905,,0.1444444444444444,,,,,0.2777777777777778,,,,,0.2857142857142857,0.0098039215686274,,,,,,,,,0.193717277486911,0.1239837398373983,0.1680672268907563,,,,,0.1575342465753424,0.0,,,,,,,,0.0925925925925925
,,,,,,,0.0818181818181818,,0.0093023255813953,,,,0.0078125,,0.0714285714285714,,0.1319444444444444,,,,,0.1481481481481481,,,,,0.2222222222222222,0.1030927835051546,,,,,,,,,0.1447963800904977,0.1628498727735369,0.1928571428571428,,,,,0.0919540229885057,0.5,,,,,,,,0.1290322580645161
,,,,,,,0.1454545454545454,,0.0372670807453416,,,,0.0,,0.0082644628099173,,0.1751412429378531,,,,,,,,,,0.0578512396694214,0.0,,,,,,,,,0.1583011583011583,0.1276595744680851,0.238095238095238,,,,,0.1707317073170731,1.0,,,,,,,,0.1428571428571428
,,,,,,,0.1099476439790576,,,,,,0.0217391304347826,,0.0426829268292682,,0.0958466453674121,,,,,,,,,,0.0472972972972973,0.25,,,,,,,,,0.1258741258741259,0.1528239202657807,0.1696969696969697,,,,,0.1972789115646258,0.0,,,,,,,,0.1375661375661375
,,,,,,,0.1345291479820627,,,,,,,,0.1043478260869565,,0.1021505376344086,,,,,,,,,,0.0,0.1081081081081081,,,,,,,,,0.2139303482587064,0.1156186612576064,0.0930232558139534,,,,,0.3809523809523809,0.0,,,,,,,,0.1807909604519774
,,,,,,,,,,,,,,,0.0695652173913043,,0.1194029850746268,,,,,,,,,,0.0579710144927536,0.0138888888888888,,,,,,,,,0.1607142857142857,0.2972972972972973,,,,,,,0.0,,,,,,,,0.1134751773049645
,,,,,,,,,,,,,,,,,0.1470588235294117,,,,,,,,,,0.1123595505617977,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.1395348837209302
,,,,,,,,,,,,,,,,,0.1595092024539877,,,,,,,,,,0.0921052631578947,0.173076923076923,,,,,,,,,,,,,,,,,,,,,,,,,0.1033333333333333
,,,,,,,,,,,,,,,,,0.0903614457831325,,,,,,,,,,0.0,0.0212765957446808,,,,,,,,,,,,,,,,,,,,,,,,,0.1079545454545454
,,,,,,,,,,,,,,,,,0.1528384279475982,,,,,,,,,,0.0365853658536585,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1280788177339901
,,,,,,,,,,,,,,,,,0.1978798586572438,,,,,,,,,,0.0526315789473684,0.0344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,0.0330188679245283
,,,,,,,,,,,,,,,,,0.2046783625730994,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0905923344947735,,,,,,,,,,,0.2941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0704225352112676,,,,,,,,,,,0.2040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1333333333333333,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1602564102564102,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0977011494252873,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1855670103092783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1114551083591331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1862348178137652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.191860465116279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.109090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1192660550458715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1468531468531468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1228070175438596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.072463768115942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1383928571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0828025477707006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0392156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
