Glomerulus 1,Glomerulus 2,Glomerulus 3
648.5470625,297.5906875,252.2236875
516.8784375,279.616375,230.625984375
645.1099375,254.93096875,237.6271875
534.275375,264.6409375,283.1435625
619.301625,282.7348125,220.98509375
536.363625,238.368140625,243.443671875
477.346125,212.197,194.83296875
622.6729375,276.4310625,224.946875
366.4569375,272.6740625,232.865015625
722.904375,251.13403125,206.728109375
