,DA4l,DC1,DL4,DL5,DM3,DM4,DP1m,VA2,VA4,VA6,VA7l,VC1,VC2,VL2a,VL2p,VM4,D,DA1,DA2,DA4m,DC2,DL2d,DL3,DM2,DM5,DM6,DP1l,VA1d,VA1v,VA3,VA5,VA7m,VM1,VM2,VM3,VM7d,VM7v,VM5d,DM1,V,Glomerulus 1,Glomerulus 2,Glomerulus 3,DC3,DL1,VL1,DA3,DC4,DL2v,VC4,VM5v,VC3,VC5,VM6
12,0.1061946902654867,0.128125,0.1313131313131313,0.072429906542056,0.1134751773049645,0.1578947368421052,0.0857378400659521,0.1567164179104477,0.1018867924528302,0.0716981132075471,,0.0945674044265593,0.162534435261708,0.1402439024390244,0.0931174089068826,0.081081081081081,0.1630901287553648,0.0646551724137931,0.0704845814977973,0.0696721311475409,,,0.0566037735849056,0.1673306772908366,0.0503597122302158,0.1565217391304348,,0.1091954022988505,0.0568181818181818,0.0642201834862385,,,,0.154696132596685,0.1065989847715736,0.1507128309572301,,0.1735294117647058,0.1485587583148558,0.2070063694267516,,,,0.025423728813559324,0.16326530612244897,0.09333333333333334,0.058823529411764705,,,,,0.2429245283018868,0.2,0.10377358490566038
13,0.0692307692307692,0.1038961038961039,0.0919540229885057,0.1347517730496454,0.1171875,0.2005347593582887,0.075402635431918,0.1216216216216216,0.1495327102803738,0.1,,,0.1333333333333333,0.0696517412935323,,0.0575221238938053,0.1307901907356948,0.1938775510204081,0.0580357142857142,0.125,,,0.1411764705882353,0.2067796610169491,0.116504854368932,0.2443181818181818,,0.1126760563380281,0.0694444444444444,,,,,0.124223602484472,0.145631067961165,0.1228070175438596,,0.1822429906542056,0.1876484560570071,0.1393188854489164,,,,,0.23076923076923078,0.03333333333333333,,,,,,0.21367521367521367,,0.11607142857142858
14,0.0367647058823529,0.1215686274509803,0.1693548387096774,0.1029082774049217,0.1481481481481481,0.1674528301886792,0.0959958932238193,0.1069958847736625,,0.0534979423868312,,,,0.1229946524064171,,0.048780487804878,0.154696132596685,0.1257485029940119,0.0068965517241379,0.1290322580645161,,,0.2155172413793103,0.1958762886597938,0.1363636363636363,0.1865079365079365,,0.1320754716981132,0.1833333333333333,,,,,0.1397849462365591,0.1988636363636363,0.1368613138686131,,0.1762295081967213,0.1586901763224181,0.1678832116788321,,,,,0.10837438423645321,0.0783132530120482,,,,,,0.19083969465648856,,0.07849829351535836
15,0.064516129032258,0.1277955271565495,0.1011235955056179,0.1207430340557275,0.1495327102803738,0.1742857142857143,0.0906749098402885,0.053231939163498,,0.095,,,,0.0416666666666666,,0.1349693251533742,,0.1068702290076335,,0.0792079207920792,,,0.1466666666666666,0.1375,0.1182795698924731,0.0935672514619883,,0.0,0.0,,,,,0.1361256544502617,0.1616161616161616,0.1492805755395683,,0.2264150943396226,0.1385542168674698,0.1684210526315789,,,,,0.17796610169491525,0.1076923076923077,,,,,,0.25219941348973607,,0.024475524475524476
16,0.0493827160493827,0.1354466858789625,0.0841121495327102,0.0773809523809523,0.0763888888888889,0.1574074074074074,,0.0721649484536082,,0.0384615384615384,,,,0.1441860465116279,,0.0336538461538461,,0.1750972762645914,,0.0820895522388059,,,0.2424242424242424,0.0887096774193548,0.0857142857142857,0.1379310344827586,,0.0,0.0,,,,,0.1746724890829694,0.1271676300578034,,,0.174496644295302,0.119047619047619,0.2105263157894736,,,,,0.14414414414414414,0.09090909090909091,,,,,,0.19321148825065274,,0.09774436090225563
17,,0.1065573770491803,0.125,0.152061855670103,0.1088435374149659,0.162,,0.0547263681592039,,0.0737704918032786,,,,0.0510948905109489,,0.0105263157894736,,0.1372549019607843,,0.058252427184466,,,0.2650602409638554,0.1363636363636363,0.1171875,0.1135371179039301,,0.0178571428571428,0.0307692307692307,,,,,0.1646341463414634,0.2204081632653061,,,0.1714285714285714,0.1282051282051282,0.221311475409836,,,,,0.16988416988416988,0.033783783783783786,,,,,,0.24096385542168675,,0.10108303249097472
18,,0.0958904109589041,0.1348314606741573,,0.1021505376344086,0.1477732793522267,,0.1626016260162601,,0.0313901345291479,,,,0.0064102564102564,,0.0714285714285714,,0.1719745222929936,,0.0954356846473029,,,0.1724137931034483,0.1422594142259414,0.15625,0.1469387755102041,,0.0,0.0,,,,,0.1708333333333333,,,,0.1748878923766816,0.1243386243386243,0.1653846153846153,,,,,0.125,0.06451612903225806,,,,,,0.18306636155606407,,0.07142857142857142
19,,0.2325581395348837,0.1204819277108433,,0.108695652173913,0.1283783783783783,,0.1067615658362989,,0.0571428571428571,,,,0.1525423728813559,,0.0734463276836158,,0.1375661375661375,,,,,0.1012658227848101,0.1653543307086614,0.0952380952380952,0.1187214611872146,,0.0930232558139534,0.0,,,,,,,,,0.1478260869565217,0.16,0.2049180327868852,,,,,0.21714285714285714,0.06043956043956044,,,,,,0.23850574712643677,,0.1626984126984127
20,,,0.1101694915254237,,0.1328671328671328,,,0.104602510460251,,0.0565217391304347,,,,0.024793388429752,,0.0995670995670995,,0.2057416267942583,,,,,0.1758241758241758,0.1212121212121212,0.1581920903954802,0.1176470588235294,,0.0472440944881889,0.0,,,,,,,,,0.1532258064516129,0.1233183856502242,0.1574468085106383,,,,,0.1534090909090909,0.010830324909747292,,,,,,0.19239904988123516,,0.08264462809917356
21,,,0.0967741935483871,,0.1216216216216216,,,0.096551724137931,,0.0188679245283018,,,,0.0137931034482758,,0.0828402366863905,,0.1264367816091954,,,,,0.2704918032786885,0.1976284584980237,,0.1727748691099476,,0.0519480519480519,0.2142857142857142,,,,,,,,,0.1472081218274111,0.1525885558583106,0.1880733944954128,,,,,0.10752688172043011,0.045454545454545456,,,,,,0.1908831908831909,,0.09734513274336283
22,,,0.0684931506849315,,0.1129032258064516,,,0.1396648044692737,,0.0287769784172661,,,,0.0,,0.0505617977528089,,0.1601731601731601,,,,,0.110091743119266,0.1244813278008298,,0.1595744680851064,,0.12,0.0847457627118644,,,,,,,,,0.2207207207207207,0.1573033707865168,0.211340206185567,,,,,0.10952380952380952,0.06276150627615062,,,,,,0.18559556786703602,,0.16587677725118483
